_RAJ2000 _DEJ2000 PMF SDSS S_N umag e_umag gmag e_gmag rmag e_rmag imag e_imag zmag e_zmag E_B-V_ pm GLON GLAT SpType Teff e_Teff logg e_logg Teff_3D_ e_Teff_3D_ logg_3D_ e_logg_3D_ Mass e_Mass Com Sp _RA.icrs _DE.icrs Plate MJD Fiber RAJ2000 DEJ2000 SNg f_umag f_gmag f_rmag f_imag f_zmag f_pm pmPA Ag GMT Atype log_g_ e_log_g_ chi2 m_Nsp Nsp q_Nsp Type WDcat DR7 Sloan Simbad PMJ _RA _DE file C0 C1 C2 C3 C4 C5 G0 G1 G2 G3 G4 G5 X0 X1 X2 X3 X4 X5 z
124.73354 37.49709 -- 081856.05+372949.5 58 16.31 0.02 16.31 0.02 16.67 0.02 16.97 0.02 17.29 0.02 -- 31.00 -- -- -- 22713 92 7.880 0.013 -- -- -- -- 0.570 0.0050 -- -- -- -- 2670 54115 149 124.733540 37.497086 58.82 0 0 0 0 0 1 120.4 0.200 2001-12-19T07:04:44 DA2.2_7.9 7.88 0.013 0.71 uniq -- "" DA 0 DR7 Sloan Simbad -- -- -- DA_high_SN_02027.fits 170 847 1682 2170 2400 1988 4 8 10 11 13 14 6563 4860 4340 4102 3969 3888 0
124.75172 36.63497 -- 081900.41+363805.9 36 17.64 0.02 17.41 0.02 17.71 0.01 17.95 0.02 18.25 0.03 -- 42.90 -- -- -- 16794 106 7.880 0.022 -- -- -- -- 0.556 0.0090 -- -- -- -- 2670 54115 138 124.751720 36.634974 36.24 0 0 0 0 0 1 177.9 0.180 2001-12-18T10:51:06 DA3.0_7.9 7.88 0.022 0.85 uniq -- "" DA 0 DR7 Sloan Simbad -- -- -- DA_high_SN_02028.fits 62 360 664 933 948 750 5 9 10 12 13 10 6563 4860 4340 4102 3969 3888 0
124.75192 39.61053 -- 081900.46+393637.9 25 17.29 0.02 17.60 0.01 18.07 0.02 18.38 0.02 18.78 0.04 -- 18.20 -- -- -- 41143 605 7.740 0.064 -- -- -- -- 0.556 0.0250 -- -- -- -- 759 52254 608 124.751920 39.610529 25.23 0 0 0 0 0 1 224.1 0.167 2001-04-15T02:50:16 DA1.2_7.7 7.74 0.064 0.84 uniq -- "" DA 2 DR7 Sloan Simbad -- -- -- DA_high_SN_02029.fits 79 275 555 693 588 602 13 13 16 18 11 16 6563 4860 4340 4102 3969 3888 0
124.78527 36.67226 -- 081908.46+364020.1 13 19.45 0.03 19.32 0.02 19.57 0.02 19.84 0.04 19.96 0.08 -- -- -- -- -- 19318 341 7.790 0.063 -- -- -- -- 0.521 0.0280 -- -- -- -- 2674 54097 85 124.785270 36.672263 13.98 0 0 0 0 0 -- -- 0.177 2001-12-18T10:51:06 DA2.6_7.8 7.79 0.063 1.07 uniq -- "" DA 0 DR7 Sloan Simbad -- -- -- DA_high_SN_02030.fits 29 124 165 259 262 293 9 11 14 19 12 13 6563 4860 4340 4102 3969 3888 0
124.79532 4.09483 -- 081910.88+040541.4 14 18.68 0.03 18.44 0.02 18.83 0.02 19.09 0.02 19.45 0.09 -- 4.80 -- -- -- 18097 273 7.770 0.055 -- -- -- -- 0.509 0.0280 -- -- -- -- 1184 52641 457 124.795320 4.094835 14.66 0 0 0 0 0 1 4.6 0.081 2002-03-05T02:44:43 DA2.8_7.8 7.77 0.055 0.96 uniq -- "" DA 1 DR7 Sloan Simbad -- -- -- DA_high_SN_02031.fits 54 185 359 423 556 400 7 11 13 10 14 13 6563 4860 4340 4102 3969 3888 0
124.82902 3.59750 -- 081918.96+033551.0 11 18.86 0.02 18.73 0.02 19.11 0.02 19.34 0.02 19.65 0.09 -- 15.70 -- -- -- 20571 361 7.740 0.072 -- -- -- -- 0.503 0.0320 -- -- -- -- 1184 52641 552 124.829020 3.597496 11.96 0 0 0 0 0 1 230.4 0.078 2002-03-05T02:44:43 DA2.5_7.7 7.74 0.072 0.93 uniq -- "" DA 1 DR7 Sloan Simbad -- -- -- DA_high_SN_02032.fits 46 156 347 325 329 438 9 9 15 13 11 15 6563 4860 4340 4102 3969 3888 0
124.84521 3.30268 -- 081922.85+031809.7 25 17.54 0.02 17.32 0.02 17.70 0.02 17.91 0.01 18.22 0.03 -- 10.80 -- -- -- 17476 145 8.210 0.029 -- -- -- -- 0.735 0.0190 -- -- -- -- 1184 52641 102 124.845210 3.302682 25.60 0 0 0 0 0 1 176.2 0.085 2002-03-05T02:44:43 DA2.9_8.2 8.21 0.029 0.77 uniq -- "" DA 1 DR7 Sloan Simbad -- -- -- DA_high_SN_02033.fits 98 458 754 987 995 785 7 10 11 14 14 15 6563 4860 4340 4102 3969 3888 0
124.89404 43.57149 -- 081934.57+433417.4 13 19.16 0.02 18.74 0.02 18.79 0.01 18.91 0.02 19.05 0.05 -- 114.30 -- -- -- 9890 72 8.100 0.094 -- -- -- -- -- -- -- -- -- -- 547 51959 82 124.894040 43.571495 13.29 0 0 0 0 0 1 190.9 0.273 2001-01-26T09:04:53 CH:DA5.1_8.1 8.10 0.094 0.90 dup- 1055 "" DA 2 DR7 Sloan Simbad -- -- -- DA_high_SN_02034.fits 45 191 264 182 363 312 7 9 10 21 11 13 6563 4860 4340 4102 3969 3888 0
124.89404 43.57149 -- 081934.57+433417.4 18 19.16 0.02 18.74 0.02 18.79 0.01 18.91 0.02 19.05 0.05 -- 114.30 -- -- -- 9764 51 7.990 0.083 -- -- -- -- 0.594 0.0440 -- -- -- -- 547 52207 105 124.894040 43.571495 18.46 0 0 0 0 0 1 190.9 0.273 2001-01-26T09:04:53 DA5.2_8.0 7.99 0.083 0.98 dup- 1055 a DA 2 DR7 Sloan Simbad -- -- -- DA_high_SN_02035.fits 37 173 276 300 302 193 5 10 10 12 10 9 6563 4860 4340 4102 3969 3888 0
124.90998 14.43268 -- 081938.40+142557.6 13 19.34 0.03 18.88 0.01 18.73 0.01 18.70 0.02 18.81 0.04 -- 72.90 -- -- -- 7250 52 7.780 0.138 -- -- -- -- 0.486 0.0700 -- -- -- -- 2270 53714 90 124.909980 14.432676 13.04 0 0 0 0 0 1 302.4 0.112 2005-01-17T08:55:48 UNA7.0_7.8 7.78 0.138 0.94 uniq -- "" DA 0 DR7 Sloan Simbad -- -- -- DA_high_SN_02036.fits 58 132 220 291 386 332 3 6 9 13 12 18 6563 4860 4340 4102 3969 3888 0
124.93716 39.14421 -- 081944.92+390839.1 14 19.67 0.03 19.35 0.02 19.56 0.01 19.81 0.02 20.08 0.08 -- 27.00 -- -- -- 15310 251 7.590 0.056 -- -- -- -- 0.449 0.0280 -- -- -- -- 2674 54097 540 124.937160 39.144208 14.24 0 0 0 0 0 1 190.4 0.164 2001-12-18T10:58:16 DA3.3_7.6 7.59 0.056 1.03 uniq -- "" DA 0 DR7 Sloan Simbad -- -- -- DA_high_SN_02037.fits 16 97 198 210 246 259 8 10 18 13 15 13 6563 4860 4340 4102 3969 3888 0
124.99683 33.11080 -- 081959.24+330638.9 11 19.04 0.03 18.84 0.02 19.09 0.02 19.40 0.02 19.63 0.07 -- 27.00 -- -- -- 16694 321 8.050 0.063 -- -- -- -- 0.642 0.0370 -- -- -- -- 862 52325 164 124.996830 33.110796 11.54 0 0 0 0 0 1 211.0 0.188 2001-12-20T07:01:38 DA3.0_8.0 8.05 0.063 1.05 uniq -- "" DA 1 DR7 Sloan Simbad -- -- -- DA_high_SN_02038.fits 43 160 316 309 366 324 9 12 12 11 13 14 6563 4860 4340 4102 3969 3888 0
125.00545 38.57639 -- 082001.31+383435.0 41 17.04 0.02 16.61 0.02 16.49 0.01 16.47 0.01 16.53 0.01 -- 322.10 -- -- -- 7391 20 7.890 0.033 -- -- -- -- -- -- -- -- -- -- 2670 54115 540 125.005450 38.576388 41.64 0 0 0 0 0 1 216.0 0.141 2001-12-18T10:57:04 UNA6.8_7.9 7.89 0.033 0.83 dup- 1057 "" DA 1 DR7 Sloan Simbad -- -- -- DA_high_SN_02039.fits 164 307 418 374 339 343 3 4 6 6 7 10 6563 4860 4340 4102 3969 3888 0
125.00545 38.57639 -- 082001.31+383435.0 44 17.04 0.02 16.61 0.02 16.49 0.01 16.47 0.01 16.53 0.01 -- 322.10 -- -- -- 7457 18 7.950 0.029 -- -- -- -- 0.567 0.0150 -- -- -- -- 893 52589 453 125.005450 38.576395 44.05 0 0 0 0 0 1 216.0 0.141 2001-12-18T10:57:04 UNA6.8_7.9 7.95 0.029 0.72 dup- 1057 a DA 1 DR7 Sloan Simbad -- -- -- DA_high_SN_02040.fits 348 759 964 908 816 804 3 4 5 5 6 9 6563 4860 4340 4102 3969 3888 0
125.07394 50.92774 -- 082017.75+505539.9 15 18.64 0.03 18.64 0.02 18.97 0.02 19.23 0.03 19.49 0.12 -- 18.70 -- -- -- 23540 385 7.860 0.059 -- -- -- -- 0.563 0.0270 -- -- -- -- 442 51882 475 125.073940 50.927740 15.46 0 0 0 0 0 1 151.8 0.163 2000-05-03T05:36:15 DA2.1_7.9 7.86 0.059 0.83 uniq -- "" DA 2 DR7 Sloan Simbad -- -- -- DA_high_SN_02041.fits 46 184 278 369 413 422 5 11 13 12 13 15 6563 4860 4340 4102 3969 3888 0
125.08397 -0.19856 -- 082020.15-001154.8 15 18.45 0.02 18.06 0.01 18.25 0.01 18.46 0.01 18.75 0.04 -- 24.80 -- -- -- 12828 317 7.920 0.065 -- -- -- -- 0.566 0.0340 -- -- -- -- 2077 53846 32 125.083970 -0.198558 15.83 0 0 0 0 0 1 201.2 0.170 1999-03-22T03:25:12 DA3.9_7.9 7.92 0.065 0.97 uniq -- "" DA 0 DR7 Sloan Simbad -- -- -- DA_high_SN_02042.fits 58 263 447 651 745 688 6 12 12 16 16 11 6563 4860 4340 4102 3969 3888 0
125.08690 44.74247 -- 082020.86+444432.9 30 17.74 0.02 17.99 0.02 18.37 0.02 18.68 0.02 18.96 0.04 -- 0.80 -- -- -- 36103 284 7.960 0.047 -- -- -- -- 0.636 0.0220 -- -- -- -- 548 51986 290 125.086900 44.742466 30.87 0 0 0 0 0 1 60.5 0.355 2001-01-26T07:14:13 DA1.4_8.0 7.96 0.047 1.30 uniq -- "" DA 2 DR7 Sloan Simbad -- -- -- DA_high_SN_02043.fits 39 215 290 401 447 485 7 12 10 14 15 14 6563 4860 4340 4102 3969 3888 0
125.09805 14.50944 -- 082023.53+143034.0 21 18.07 0.01 17.98 0.01 18.30 0.01 18.60 0.02 18.85 0.04 -- 21.50 -- -- -- 19749 232 8.030 0.039 -- -- -- -- 0.637 0.0240 -- -- -- -- 2270 53714 2 125.098050 14.509438 21.17 0 0 0 0 0 1 250.9 0.138 2005-01-17T08:56:23 DA2.6_8.0 8.03 0.039 1.24 uniq -- "" DA 0 DR7 Sloan Simbad -- -- -- DA_high_SN_02044.fits 49 316 452 830 899 750 6 13 11 13 13 13 6563 4860 4340 4102 3969 3888 0
125.09813 9.61409 -- 082023.55+093650.7 13 19.27 0.03 18.90 0.01 19.15 0.02 19.34 0.02 19.50 0.05 -- 23.90 -- -- -- 14141 675 7.820 0.071 -- -- -- -- 0.521 0.0330 -- -- -- -- 2571 54055 421 125.098130 9.614093 13.92 0 0 0 0 0 1 246.3 0.116 2006-01-06T08:52:01 DA3.6_7.8 7.82 0.071 0.94 uniq -- "" DA 0 DR7 Sloan Simbad -- -- -- DA_high_SN_02045.fits 45 100 229 262 291 309 11 8 10 13 12 16 6563 4860 4340 4102 3969 3888 0
125.11066 -0.08820 -- 082026.56-000517.5 21 17.83 0.01 18.07 0.01 18.53 0.01 18.86 0.01 19.18 0.05 -- 26.30 -- -- -- 31559 217 7.920 0.052 -- -- -- -- 0.608 0.0210 -- -- -- -- 2077 53846 640 125.110660 -0.088199 21.04 0 0 0 0 0 1 154.9 0.156 1999-03-22T03:25:12 DA1.6_7.9 7.92 0.052 0.94 uniq -- "" DA 0 DR7 Sloan Simbad -- -- -- DA_high_SN_02046.fits 33 160 335 533 514 402 8 7 10 15 17 13 6563 4860 4340 4102 3969 3888 0
125.13472 38.48002 -- 082032.33+382848.1 67 15.39 0.01 15.52 0.02 15.97 0.02 16.28 0.02 16.62 0.02 -- 111.10 -- -- -- 26823 71 7.960 0.013 -- -- -- -- 0.617 0.0040 -- -- -- -- 2670 54115 545 125.134720 38.480020 67.15 0 0 0 0 0 1 226.7 0.134 2001-12-19T07:08:19 DA1.9_8.0 7.96 0.013 0.48 uniq -- "" DA 0 DR7 Sloan Simbad -- -- -- DA_high_SN_02047.fits 292 1518 2977 3416 3366 1895 3 7 10 11 13 12 6563 4860 4340 4102 3969 3888 0
125.15053 35.55970 -- 082036.13+353334.9 24 18.13 0.02 17.66 0.02 17.87 0.01 18.04 0.02 18.25 0.03 -- 7.70 -- -- -- 14102 734 7.970 0.043 -- -- -- -- 0.594 0.0200 -- -- -- -- 826 52295 465 125.150530 35.559700 24.99 0 0 0 0 0 1 332.5 0.301 2001-12-15T08:14:40 DA3.6_8.0 7.97 0.043 0.82 uniq -- "" DA 1 DR7 Sloan Simbad -- -- -- DA_high_SN_02048.fits 86 300 571 635 711 634 8 8 12 12 12 12 6563 4860 4340 4102 3969 3888 0
125.15414 43.16812 -- 082036.99+431005.2 23 18.22 0.02 17.65 0.02 17.48 0.02 17.43 0.02 17.48 0.02 -- 123.60 -- -- -- 6918 32 7.740 0.066 -- -- -- -- -- -- -- -- -- -- 547 51959 72 125.154140 43.168124 23.98 0 0 0 0 17592186044416 1 210.5 0.244 2001-01-26T09:04:17 UNA7.3_7.7 7.74 0.066 0.79 dup- 1060 "" DA 2 DR7 Sloan Simbad -- -- -- DA_high_SN_02049.fits 132 265 383 290 342 451 4 4 6 6 10 15 6563 4860 4340 4102 3969 3888 0
125.15414 43.16812 -- 082036.99+431005.2 29 18.22 0.02 17.65 0.02 17.48 0.02 17.43 0.02 17.48 0.02 -- 123.60 -- -- -- 6825 26 7.860 0.054 -- -- -- -- 0.518 0.0250 -- -- -- -- 547 52207 60 125.154140 43.168124 29.61 0 0 0 0 17592186044416 1 210.5 0.244 2001-01-26T09:04:17 UNA7.4_7.9 7.86 0.054 0.97 dup- 1060 a DA 2 DR7 Sloan Simbad -- -- -- DA_high_SN_02050.fits 153 276 339 374 315 428 4 4 6 8 13 19 6563 4860 4340 4102 3969 3888 0
125.17210 54.61877 -- 082041.30+543707.6 13 18.99 0.03 18.95 0.02 19.33 0.02 19.60 0.02 19.93 0.12 -- 23.20 -- -- -- 23989 445 8.000 0.071 -- -- -- -- 0.631 0.0370 -- -- -- -- 1782 53299 198 125.172100 54.618775 13.35 0 0 0 0 0 1 222.1 0.182 2003-10-24T10:41:40 DA2.1_8.0 8.00 0.071 0.93 dup- 1061 a DA 0 DR7 Sloan Simbad -- -- -- DA_high_SN_02051.fits 35 155 213 269 279 399 7 14 11 13 13 22 6563 4860 4340 4102 3969 3888 0
125.17813 30.50693 -- 082042.75+303025.0 20 18.63 0.02 18.19 0.02 18.31 0.02 18.48 0.02 18.74 0.04 -- 46.10 -- -- -- 10968 76 8.280 0.050 -- -- -- -- 0.767 0.0320 -- -- -- -- 931 52619 142 125.178130 30.506932 20.11 0 0 0 0 0 1 153.9 0.155 2002-02-08T03:31:55 DA4.6_8.3 8.28 0.050 0.90 uniq -- "" DA 1 DR7 Sloan Simbad -- -- -- DA_high_SN_02052.fits 71 248 450 517 489 468 5 9 14 13 11 13 6563 4860 4340 4102 3969 3888 0
125.20342 19.24143 -- 082048.82+191429.2 11 19.42 0.03 18.90 0.02 19.06 0.02 19.29 0.02 19.60 0.07 -- 15.10 -- -- -- 11751 211 7.580 0.100 -- -- -- -- 0.431 0.0460 -- -- -- -- 2082 53358 550 125.203420 19.241435 11.86 0 0 0 0 0 1 173.1 0.184 2004-04-15T04:00:10 DA4.3_7.6 7.58 0.100 0.88 uniq -- "" DA 0 DR7 Sloan Simbad -- -- -- DA_high_SN_02053.fits 34 182 245 352 433 426 6 12 10 13 15 14 6563 4860 4340 4102 3969 3888 0
125.22333 8.98630 -- 082053.60+085910.7 17 18.49 0.03 18.65 0.02 19.01 0.02 19.38 0.02 19.64 0.05 -- 7.60 -- -- -- 26981 361 7.920 0.055 -- -- -- -- 0.598 0.0260 -- -- -- -- 2571 54055 492 125.223330 8.986300 17.06 0 0 0 0 0 1 174.5 0.116 2006-01-31T07:32:00 DA1.9_7.9 7.92 0.055 1.01 uniq -- "" DA 0 DR7 Sloan Simbad -- -- -- DA_high_SN_02054.fits 33 137 234 384 257 369 7 10 11 20 10 15 6563 4860 4340 4102 3969 3888 0
125.35569 39.28602 -- 082125.37+391709.7 17 19.23 0.03 19.06 0.03 19.39 0.03 19.60 0.03 19.67 0.06 -- 7.70 -- -- -- 18347 240 7.880 0.046 -- -- -- -- 0.560 0.0230 -- -- -- -- 2674 54097 574 125.355690 39.286018 17.10 0 0 0 0 0 1 190.9 0.165 2001-12-19T07:11:19 DA2.7_7.9 7.88 0.046 1.04 uniq -- "" DA 0 DR7 Sloan Simbad -- -- -- DA_high_SN_02055.fits 27 111 170 263 250 232 7 13 10 19 12 13 6563 4860 4340 4102 3969 3888 0
125.44031 15.07431 -- 082145.67+150427.5 11 18.38 0.02 18.42 0.02 18.84 0.01 19.18 0.02 19.48 0.08 -- 11.20 -- -- -- 24254 584 7.920 0.081 -- -- -- -- 0.592 0.0360 -- -- -- -- 2272 53713 183 125.440310 15.074310 11.46 0 0 0 0 0 1 169.7 0.144 2005-01-17T08:58:47 CH:DA2.1_7.9 7.92 0.081 0.98 uniq -- "" DA 0 DR7 Sloan Simbad -- -- -- DA_high_SN_02056.fits 81 273 395 746 826 895 14 16 10 18 17 13 6563 4860 4340 4102 3969 3888 0
125.46335 24.10951 -- 082151.20+240634.2 11 19.41 0.03 18.94 0.02 18.80 0.02 18.75 0.01 18.77 0.04 -- 51.50 -- -- -- 7312 60 7.890 0.134 -- -- -- -- 0.535 0.0660 -- -- -- -- 1585 52962 61 125.463350 24.109510 11.79 0 0 0 0 0 1 285.8 0.122 2003-01-29T04:05:41 UNA6.9_7.9 7.89 0.134 0.88 uniq -- "" DA 1 DR7 Sloan Simbad -- -- -- DA_high_SN_02057.fits 75 134 222 253 356 362 6 6 11 15 15 13 6563 4860 4340 4102 3969 3888 0
125.46567 6.98962 -- 082151.76+065922.6 17 18.01 0.02 18.14 0.02 18.54 0.01 18.87 0.02 19.13 0.06 -- 25.50 -- -- -- 25162 352 7.970 0.048 -- -- -- -- 0.619 0.0240 -- -- -- -- 1296 52962 327 125.465670 6.989623 17.98 0 0 0 0 0 1 179.7 0.093 2002-12-14T09:39:36 DA2.0_8.0 7.97 0.048 1.00 uniq -- "" DA 1 DR7 Sloan Simbad -- -- -- DA_high_SN_02058.fits 48 193 363 615 771 459 5 7 9 14 21 10 6563 4860 4340 4102 3969 3888 0
125.48855 29.03994 -- 082157.25+290223.8 11 19.41 0.03 18.96 0.02 19.19 0.02 19.38 0.03 19.59 0.09 -- 26.70 -- -- -- 12254 617 8.020 0.134 -- -- -- -- 0.617 0.0740 -- -- -- -- 1207 52672 183 125.488550 29.039937 11.09 0 0 0 0 0 1 227.0 0.116 2002-11-07T10:07:47 DA4.1_8.0 8.02 0.134 0.98 uniq -- "" DA 1 DR7 Sloan Simbad -- -- -- DA_high_SN_02059.fits 47 117 287 253 353 405 9 8 15 12 13 19 6563 4860 4340 4102 3969 3888 0
125.48866 24.27001 -- 082157.28+241612.0 13 18.88 0.02 18.70 0.02 19.05 0.02 19.32 0.02 19.70 0.08 -- 10.80 -- -- -- 17635 296 8.020 0.056 -- -- -- -- 0.628 0.0340 -- -- -- -- 1585 52962 72 125.488660 24.270008 13.79 0 0 0 0 0 1 174.2 0.113 2003-02-01T04:45:16 DA2.9_8.0 8.02 0.056 0.90 uniq -- "" DA 1 DR7 Sloan Simbad -- -- -- DA_high_SN_02060.fits 34 141 257 310 411 367 5 10 12 13 14 14 6563 4860 4340 4102 3969 3888 0
125.50387 26.86805 -- 082200.93+265205.0 14 18.35 0.02 18.33 0.02 18.70 0.01 19.02 0.02 19.27 0.05 -- 6.70 -- -- -- 23087 360 7.940 0.060 -- -- -- -- 0.599 0.0270 -- -- -- -- 1266 52709 629 125.503870 26.868054 14.15 0 0 0 0 0 1 209.7 0.108 2003-01-25T05:00:05 DA2.2_7.9 7.94 0.060 1.05 uniq -- "" DA 1 DR7 Sloan Simbad -- -- -- DA_high_SN_02061.fits 74 204 397 368 404 416 10 11 14 12 13 16 6563 4860 4340 4102 3969 3888 0
125.60662 37.01356 -- 082225.59+370048.8 21 18.62 0.02 18.40 0.03 18.65 0.01 18.91 0.02 19.08 0.04 -- 15.70 -- -- -- 18543 218 7.710 0.042 -- -- -- -- 0.491 0.0180 -- -- -- -- 2674 54097 20 125.606620 37.013562 21.13 0 0 0 0 0 1 180.5 0.203 2001-12-15T08:20:03 DA2.7_7.7 7.71 0.042 1.10 dup- 1064 a DA 1 DR7 Sloan Simbad -- -- -- DA_high_SN_02062.fits 28 127 315 467 467 415 4 7 13 14 13 11 6563 4860 4340 4102 3969 3888 0
125.60662 37.01358 -- 082225.59+370048.9 13 18.62 0.02 18.40 0.03 18.65 0.01 18.91 0.02 19.08 0.04 -- 15.70 -- -- -- 19193 314 7.910 0.062 -- -- -- -- -- -- -- -- -- -- 827 52312 308 125.606620 37.013579 13.32 0 0 0 0 0 1 180.5 0.203 2001-12-15T08:20:03 DA2.6_7.9 7.91 0.062 1.35 dup- 1064 "" DA 1 DR7 Sloan Simbad -- -- -- DA_high_SN_02063.fits 54 220 331 548 444 459 10 14 13 17 15 14 6563 4860 4340 4102 3969 3888 0
125.64138 21.51318 -- 082233.93+213047.4 12 19.24 0.03 18.88 0.02 19.11 0.02 19.19 0.02 19.36 0.06 -- 16.60 -- -- -- 11290 144 8.380 0.079 -- -- -- -- 0.831 0.0510 -- -- -- -- 1927 53321 464 125.641380 21.513176 12.75 0 0 0 0 0 1 236.5 0.181 2004-03-17T06:24:07 DA4.5_8.4 8.38 0.079 1.04 uniq -- "" DA 0 DR7 Sloan Simbad -- -- -- DA_high_SN_02064.fits 44 100 206 318 351 292 7 6 12 13 12 16 6563 4860 4340 4102 3969 3888 0
125.65186 18.89155 -- 082236.45+185329.6 12 18.72 0.02 18.80 0.02 19.19 0.02 19.49 0.02 20.02 0.10 -- 3.80 -- -- -- 26484 487 8.440 0.067 -- -- -- -- 0.886 0.0420 -- -- -- -- 2271 53726 408 125.651860 18.891552 12.79 0 0 0 0 0 1 80.1 0.193 2004-04-16T03:43:14 DA1.9_8.4 8.44 0.067 1.02 uniq -- "" DA 0 DR7 Sloan Simbad -- -- -- DA_high_SN_02065.fits 28 156 208 335 365 284 7 9 9 20 20 16 6563 4860 4340 4102 3969 3888 0
125.70112 82.02843 -- 082248.27+820142.4 14 19.43 0.04 19.27 0.02 19.60 0.02 19.82 0.04 20.07 0.14 -- 10.70 -- -- -- 18722 362 7.830 0.067 -- -- -- -- 0.537 0.0320 -- -- -- -- 2549 54523 208 125.701120 82.028431 14.00 0 0 0 0 0 1 68.6 0.117 2006-03-25T05:04:19 DA2.7_7.8 7.83 0.067 1.09 uniq -- "" DA 0 DR7 Sloan Simbad -- -- -- DA_high_SN_02066.fits 19 99 159 261 415 378 7 12 10 17 21 23 6563 4860 4340 4102 3969 3888 0
125.71524 45.49113 -- 082251.66+452928.1 36 17.86 0.02 17.94 0.02 18.26 0.02 18.50 0.02 18.84 0.03 -- 22.20 -- -- -- 22836 176 7.980 0.024 -- -- -- -- 0.619 0.0090 -- -- -- -- 548 51986 443 125.715240 45.491134 36.33 0 0 0 0 0 1 261.2 0.180 2001-01-26T09:12:03 DA2.2_8.0 7.98 0.024 0.99 uniq -- "" DA 2 DR7 Sloan Simbad -- -- -- DA_high_SN_02067.fits 45 226 432 553 668 485 6 7 9 12 13 11 6563 4860 4340 4102 3969 3888 0
125.73984 18.73342 -- 082257.56+184400.3 51 16.49 0.02 16.32 0.01 16.62 0.01 16.90 0.02 17.17 0.02 -- 15.30 -- -- -- 17585 67 7.910 0.014 -- -- -- -- 0.572 0.0050 -- -- -- -- 2271 53726 449 125.739840 18.733417 51.55 0 0 0 0 0 1 225.9 0.201 2004-12-11T09:54:26 DA2.9_7.9 7.91 0.014 0.66 uniq -- "" DA 0 DR7 Sloan Simbad -- -- -- DA_high_SN_02068.fits 237 968 1876 2330 2441 1669 6 8 11 12 11 10 6563 4860 4340 4102 3969 3888 0
125.73986 57.83643 -- 082257.57+575011.2 21 17.51 0.02 17.85 0.02 18.24 0.03 18.51 0.02 18.59 0.04 -- 13.90 -- -- -- 63959 2516 7.560 0.129 -- -- -- -- 0.556 0.0440 -- -- -- -- 1873 54437 141 125.739860 57.836432 21.76 0 0 0 0 0 1 97.9 0.310 2003-11-30T08:56:27 DA0.8_7.6 7.56 0.129 0.86 uniq -- "" DA 0 DR7 Sloan Simbad -- -- -- DA_high_SN_02069.fits 48 201 341 439 689 421 11 15 24 15 18 11 6563 4860 4340 4102 3969 3888 0
125.76003 32.63518 -- 082302.41+323806.6 11 19.07 0.03 18.65 0.02 18.74 0.02 18.81 0.02 19.01 0.04 -- 15.80 -- -- -- 9869 77 8.230 0.097 -- -- -- -- 0.735 0.0640 -- -- -- -- 862 52325 12 125.760030 32.635178 11.97 0 0 0 17592186044416 0 1 311.5 0.170 2001-12-20T07:02:13 DA5.1_8.2 8.23 0.097 1.20 uniq -- "" DA 1 DR7 Sloan Simbad -- -- -- DA_high_SN_02070.fits 78 211 287 425 515 490 8 10 8 13 12 16 6563 4860 4340 4102 3969 3888 0
125.84014 18.39345 -- 082321.63+182336.4 13 19.09 0.03 18.78 0.01 18.96 0.03 19.17 0.02 19.50 0.08 -- 16.00 -- -- -- 15869 330 8.210 0.055 -- -- -- -- 0.732 0.0380 -- -- -- -- 2271 53726 457 125.840140 18.393446 13.32 0 0 0 0 0 1 202.6 0.184 2004-12-12T09:17:49 DA3.2_8.2 8.21 0.055 1.02 uniq -- "" DA 0 DR7 Sloan Simbad -- -- -- DA_high_SN_02071.fits 34 119 225 326 487 356 5 9 10 12 16 18 6563 4860 4340 4102 3969 3888 0
125.84081 24.86123 -- 082321.79+245140.4 21 17.35 0.02 17.79 0.02 18.29 0.01 18.67 0.02 18.98 0.04 -- 13.10 -- -- -- 61314 2089 7.450 0.111 -- -- -- -- 0.521 0.0320 -- -- -- -- 1585 52962 612 125.840810 24.861230 21.79 0 0 0 0 0 1 173.3 0.119 2003-01-29T04:08:41 DA0.8_7.4 7.45 0.111 0.97 uniq -- "" DA 1 DR7 Sloan Simbad -- -- -- DA_high_SN_02072.fits 92 203 311 334 388 485 12 10 10 10 15 23 6563 4860 4340 4102 3969 3888 0
125.85151 16.80395 -- 082324.36+164814.2 15 18.74 0.03 18.27 0.02 18.42 0.02 18.54 0.02 18.59 0.04 -- 15.80 -- -- -- 12438 163 7.870 0.076 -- -- -- -- 0.540 0.0380 -- -- -- -- 2271 53726 100 125.851510 16.803946 15.79 0 0 0 0 0 1 184.7 0.116 2004-12-15T07:44:14 DA4.1_7.9 7.87 0.076 0.98 uniq -- "" DA 0 DR7 Sloan Simbad -- -- -- DA_high_SN_02073.fits 63 245 362 434 635 617 8 9 13 10 16 13 6563 4860 4340 4102 3969 3888 0
125.90691 3.59836 -- 082337.66+033554.1 27 17.17 0.01 17.09 0.01 17.38 0.01 17.70 0.01 18.00 0.02 -- 26.10 -- -- -- 19542 159 7.970 0.029 -- -- -- -- 0.606 0.0140 -- -- -- -- 1185 52642 126 125.906910 3.598356 27.41 0 0 0 0 0 1 185.6 0.111 2002-02-13T05:41:02 DA2.6_8.0 7.97 0.029 0.78 uniq -- "" DA 1 DR7 Sloan Simbad -- -- -- DA_high_SN_02074.fits 123 468 985 1548 1623 1380 5 7 10 12 13 12 6563 4860 4340 4102 3969 3888 0
